name,imdbRating,Rotten_Tomatoes,Metacritic,imdbVotes,plot
The East(2013),6.8,74.0,68.0,45170.0,A successful operative for an elite private intelligence firm is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.
The Work and the Glory: American Zion(2005),8.0,100.0,84.0,300.0,"Set inside a single room in Folsom Prison, three men from the outside participate in a four-day group-therapy retreat with a group of incarcerated men for a real look at the challenges of rehabilitation."
The Messenger(2009),7.1,89.0,77.0,31273.0,"While on a recent deployment to Iraq, US Army Staff Sergeant Will Montgomery is injured when an improvised explosive device goes off within close proximity to him. He is back in the States recovering from the more serious of those injuries, including one to his eye and leg. He has resumed a sexual relationship with his long time girlfriend Kelly, despite the fact that she is now engaged to another man who Will knows. With the few months Will has left in his enlistment, the army assigns him to the Casualty Notification Team in his area. Not having a background in counseling, psychology or grief management, he is unsure if he is well suited to this job. He is partnered with a career soldier, Captain Tony Stone, who teaches Will the precise protocol involved in the job. Tony tells Will, who quickly learns by on the job experience, that this job has its own dangers. As Will learns to adapt to the range of emotions of the next of kin, he is unprepared for the reaction of Olivia Pitterson, whose husband was killed in Iraq. His initial encounter with Olivia leads to him wanting to get to know her better, which may not be in either her or his best interest. Despite being a recovering alcoholic, the more experienced Tony tries to guide Will as best he can under their collective circumstances."
A Home at the End of the World(2004),6.8,50.0,59.0,12536.0,"From the Pulitzer Prize-winning author of ""The Hours"" comes a story that chronicles a dozen years in the lives of two best friends who couldn't be more different. From suburban Cleveland in the 60s, to New York City in the 80s, where they meet an older woman, the film charts a journey of trials, triumphs, loves and losses. Now the question is: can they navigate the unusual triangle they've created and hold their friendship together?"
Aberdeen(2001),7.2,87.0,78.0,2784.0,"Kaisa is a Scot, a successful London lawyer, who snorts coke and has one-night stands with strangers. Her mother calls from Aberdeen with some story begging her to fly to Norway and collect her alcoholic dad whom she hasn't seen in years. The impatient Kaisa reluctantly agrees. The story is a ruse: mom is dying and wants her ex and her daughter together again. The trip gets complicated (dad is too drunk to fly and the hot-tempered Kaisa gets them banned from the airline): they go by ferry then car, needing a great deal of help along the way from a sweet lorry driver named Clive. Will they reach Aberdeen before mom's death, and will Kaisa find any stability within herself or in others?"
Tracker(2011),6.5,85.0,,3278.0,"An Afrikaner veteran of the Boer War has just immigrated to New Zealand and is hired to track a man accused of killing a soldier. While hunting through the countryside he captures his fugitive, only to learn that he's innocent of the crime. When faced with the life changing decision to turn him in or set him free only one man will walk away alive."
The Terminator(1984),8.0,100.0,83.0,680217.0,"A cyborg is sent from the future on a deadly mission. He has to kill Sarah Connor, a young woman whose life will have a great significance in years to come. Sarah has only one protector - Kyle Reese - also sent from the future. The Terminator uses his exceptional intelligence and strength to find Sarah, but is there any way to stop the seemingly indestructible cyborg ?"
"Good Bye, Lenin!(2004)",7.7,90.0,68.0,123882.0,"East Germany, the year 1989: A young man protests against the regime. His mother watches the police arresting him and suffers a heart attack and falls into a coma. Some months later, the GDR does not exist anymore and the mother awakes. Since she has to avoid every excitement, the son tries to set up the GDR again for her in their flat. But the world has changed a lot."
Control(2007),7.7,87.0,78.0,55287.0,"Ian Curtis is a quiet and rather sad lad who works for an employment agency and sings in a band called Warsaw. He meets a girl named Debbie whom he promptly marries and his band, of which the name in the meantime has been changed to Joy Division, gets more and more successful. Even though Debbie and he become parents, their relationship is going downhill rapidly and Ian starts an affair with Belgium Annik whom he met after one of the gigs and he's almost never at home. Ian also suffers from epilepsy and has no-good medication for it. He doesn't know how to handle the feelings he has for Debbie and Annik and the pressure the popularity of Joy Division and the energy performing costs him."
The Damned United(2009),7.6,92.0,81.0,35903.0,"Taking over England's top football club Leeds United, previously successful manager Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor who has loyally stayed with Brighton & Hove Albion."
Die Fälscher(2008),,,,,
Return of the Living Dead Part II(1988),7.5,,,19.0,"Retrospective documentary about the making of ""Return of the Living Dead Part II."""
Gomorra(2009),,,,,N/A
Mallrats(1995),7.2,55.0,41.0,104957.0,"Brodie Bruce, a Sega and comic book obsessed college student, and his best friend, TS Quint, are both dumped by their girlfriends on the same day, and to deal with their loss, they both go to the local mall. Along the way, they meet up with some friends, including Willam, a guy who stares at Magic Eye pictures, desprately trying to see the hidden image; Gwen, one of TS's ex-girlfriends; and Jay & Silent Bob, of Clerks fame. Eventually, they decide to try and win back their significant others, and take care of their respective nemesises (TS's girlfriend's father, and a store clerk who hates the two for not having any shopping agenda)."
Grease(1978),7.2,75.0,70.0,191296.0,"A musical about teens in love in the 50's! It's California 1959 and greaser Danny Zuko and Australian Sandy Olsson are in love. They spend time at the beach, and when they go back to school, what neither of them knows is that they both now attend Rydell High. Danny's the leader of the T-Birds, a group of black leather jacket-wearing greasers while Sandy hangs with the Pink Ladies, a group of pink-wearing girls led by Rizzo. When they clash at Rydell's first pep rally, Danny isn't the same Danny from the beach. They try to be like each other so they can be together."
Platoon(1986),8.1,89.0,92.0,332398.0,"Chris Taylor is a young, naive American who gives up college and volunteers for combat in Vietnam. Upon arrival, he quickly discovers that his presence is quite nonessential, and is considered insignificant to the other soldiers, as he has not fought for as long as the rest of them and felt the effects of combat. Chris has two non-commissioned officers, the ill-tempered and indestructible Staff Sergeant Robert Barnes and the more pleasant and cooperative Sergeant Elias Grodin. A line is drawn between the two NCOs and a number of men in the platoon when an illegal killing occurs during a village raid. As the war continues, Chris himself draws towards psychological meltdown. And as he struggles for survival, he soon realizes he is fighting two battles, the conflict with the enemy and the conflict between the men within his platoon."
Fahrenheit 9/11(2004),7.5,83.0,67.0,119185.0,"Following up on 'Bowling for Columbine', film-maker Michael Moore provides deep and though-provoking insights on the American security system, the level of paranoia, fear, uncertainty, false values and patriotism, which all combined together to set a stage for George W. Bush to launch a war on Iraq instead of focusing on getting the real culprit(s) behind the terrorist attacks of September 11, 2001. This documentary also focuses on how some Saudis were safely and secretly flown out of America while planes were ostensibly grounded after the attacks. Archived film footage, candid interviews with politicians, and an overall waste of public funds for a war that was initiated on false pretension to wit: a weapon of mass distraction - to take the focus away from the real enemy and get Americans glued to their TV sets to watch innocent Iraqis and Afghans getting killed. And a war that would eventually alienate the U.S.A. and it's citizens from almost every country on Earth."
Butch Cassidy and the Sundance Kid(1969),8.1,89.0,58.0,174169.0,"Butch and Sundance are the two leaders of the Hole-in-the-Wall Gang. Butch is all ideas, Sundance is all action and skill. The west is becoming civilized and when Butch and Sundance rob a train once too often, a special posse begins trailing them no matter where they run. Over rock, through towns, across rivers, the group is always just behind them. When they finally escape through sheer luck, Butch has another idea, ""Let's go to Bolivia"". Based on the exploits of the historical characters."
Mary Poppins(1964),7.8,100.0,88.0,123652.0,"When Jane and Michael, the children of the wealthy and uptight Banks family, are faced with the prospect of a new nanny, they are pleasantly surprised by the arrival of the magical Mary Poppins. Embarking on a series of fantastical adventures with Mary and her Cockney performer friend, Bert, the siblings try to pass on some of their nanny's sunny attitude to their preoccupied parents."
Ordinary People(1980),7.8,90.0,87.0,39128.0,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together."
West Side Story(1961),7.6,94.0,86.0,81148.0,"West Side Story is the award-winning adaptation of the classic romantic tragedy, ""Romeo and Juliet"". The feuding families become two warring New York City gangs- the white Jets led by Riff and the Puerto Rican Sharks, led by Bernardo. Their hatred escalates to a point where neither can coexist with any form of understanding. But when Riff's best friend (and former Jet) Tony and Bernardo's younger sister Maria meet at a dance, no one can do anything to stop their love. Maria and Tony begin meeting in secret, planning to run away. Then the Sharks and Jets plan a rumble under the highway - whoever wins gains control of the streets. Maria sends Tony to stop it, hoping it can end the violence. It goes terribly wrong, and before the lovers know what's happened, tragedy strikes and doesn't stop until the climactic and heartbreaking ending."
Around the World in 80 Days(1956),5.8,31.0,49.0,75252.0,"Set in 1890, the story focuses on Passepartout, a Chinese thief who steals a valuable jade Buddha and then seeks refuge in the traveling companionship of an eccentric London inventor and adventurer, Phileas Fogg, who has taken on a bet with members of his gentlemen's club that he can make it around the world in a mere 80 days, using a variety of means of transportation, like boats, trains, balloons, elephants, etc. Along the way, Passepartout uses his amazing martial arts abilities to defend Fogg from the many dangers they face.. One major threat to their adventure is a detective that's following them. Why? Just as Fogg and Passeportout left London, a major bank was robbed, with Fogg suspected of using the ""around the world"" trip as an excuse to escape.. Their path from London and back includes stops in Paris, Turkey, India, China and USA."
Caddyshack(1980),7.3,75.0,48.0,90523.0,"Comical goings on at an exclusive golf club. All the members are wealthy and eccentric, and all the staff are poor and slightly less eccentric. The main character is 'Danny'; he's a caddy who will do almost anything to raise money to go to college. There are many subplots, including the assistant green keeper's pursuit of a cute (obviously stuffed) gopher."
The Brothers(2001),6.4,63.0,50.0,3563.0,"""The Brothers"" traces the journey of four African-American men as they take on love, sex, friendship and two of life's most terrifying prospects honesty and commitment. Smart, successful and sexy, Jackson Smith, Brian Palmer, Derrick West and Terry White are ""The Brothers"" lifelong friends banded together to weather love's innate terrors and occasional triumphs in this brazenly comic yet painfully true exploration of the battle between the sexes. Amidst the career track, basketball and bar hopping, ""The Brothers"" love women, as many as possible, but shocking revelation tests the foursome's friendship and changes their dating habits forever."
The Wrestler(2008),7.9,98.0,81.0,268253.0,"This is a drama about an aging professional wrestler, decades past his prime, who now barely gets by working small wrestling shows in VFW halls and as a part-time grocery store employee. As he faces health problems that may end his wrestling career for good he attempts to come to terms with his life outside the ring: by working full time at the grocery store, trying to reconcile with the daughter he abandoned in childhood and forming a closer bond with a stripper he has romantic feelings for. He struggles with his new life and an offer of a high-profile rematch with his 1980s arch-nemesis, The Ayatollah, which may be his ticket back to stardom."
Do the Right Thing(1989),7.9,93.0,91.0,67514.0,"This film looks at life in the Bedford-Stuyvesant district of Brooklyn on a hot summer Sunday. As he does everyday, Sal Fragione opens the pizza parlor he's owned for 25 years. The neighborhood has changed considerably in the time he's been there and is now composed primarily of African-Americans and Hispanics. His son Pino hates it there and would like nothing better than to relocate the eatery to their own neighborhood. For Sal however, the restaurant represents something that is part of his life and sees it as a part of the community. What begins as a simple complaint by one of his customers, Buggin Out - who wonders why he has only pictures of famous Italian-Americans on the wall when most of his customers are black - eventually disintegrates into violence as frustration seemingly brings out the worst in everyone."
Escape from New York(1981),7.2,86.0,76.0,103639.0,"In the future, crime is out of control and New York City's Manhattan is a maximum security prison. Grabbing a bargaining chip right out of the air, convicts bring down the President's plane in bad old Gotham. Gruff Snake Plissken, a one-eyed lone warrior new to prison life, is coerced into bringing the President, and his cargo, out of this land of undesirables."
The Wood(1999),6.9,61.0,52.0,7141.0,"On the wedding day of a writer's friend, things aren't looking good when the groom goes missing before the ceremony. During his and his other male friend's effort to retrieve him, that writer named Mike can't help but tell the story of his youth with his friends. Ever since he met them on his first day at a new school, they shared the common experiences of growing up and life's discoveries."
The Usual Suspects(1995),8.6,88.0,77.0,848969.0,"Following a truck hijack in New York, five conmen are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?"
A Nightmare On Elm Street: The Dream Child(1989),7.5,94.0,78.0,171784.0,"On Elm Street, Nancy Thompson and a group of her friends including Tina Gray, Rod Lane and Glen Lantz are being tormented by a clawed killer in their dreams named Freddy Krueger. Nancy must think quickly, as Freddy tries to pick off his victims one by one. When he has you in your sleep, who is there to save you?"
National Lampoon's Van Wilder(2002),6.4,19.0,26.0,95016.0,"In certain circles, Van Wilder is a living legend at Coolidge College, where he's been a student now for seven years, not yet having completed his degree requirements. Despite being bright, he never attends classes anymore, instead hosting parties, imparting his brand of wisdom to his adoring fans, hosting school organization fundraisers, and rallying the college spirit among the student body. Conversely, Van loves his Coolidge life. In his antics, he has a 2ic in Hutch, and always hires a personal assistant, this year's being a South Asian transfer student named Taj, who wants to learn from the best, namely Van. Van's college life is threatened when his wealthy neglectful father only now learns that Van is still in school, Wilder Sr. who has been paying his way all this time. As such, Wilder Sr. pulls the plug on that subsidy, meaning that Van has to figure out a way to pay for his Coolidge life. Because of his living legend status, Van becomes the subject of a series of articles by the college paper's star reporter, Gwen Pearson, an assignment she would rather not do, preferring harder hitting material. However, in Gwen needing to spend time with Van, Richard Bagg, Gwen's arrogant fraternity president pre-med boyfriend, tries to place Van in a bad light time and time again, believing that Gwen and Van are falling for each other. Also in spending time with Gwen, Van may come to a true understanding of why he has stayed at Coolidge for such a long time, and what he should be looking for in his future."
Duel in the Sun(1946),6.9,80.0,,6892.0,"When her father is hanged for shooting his wife and her lover, half-breed Pearl Chavez goes to live with distant relatives in Texas. Welcomed by Laura Belle and her elder lawyer son Jesse, she meets with hostility from the ranch-owner himself, wheelchair-bound Senator Jackson McCanles, and with lustful interest from womanising, unruly younger son Lewt. Almost at once, already existing family tensions are exacerbated by her presence and the way she is physically drawn to Lewt."
Best in Show(2000),7.5,94.0,78.0,49228.0,"The owners (and handlers) of five show dogs head for the Mayflower Kennel Club Dog Show. A film crew interviews them as they prepare for the trip, arrive at Philly's Taft Hotel, and compete. From Florida come the Flecks: she keeps running into old lovers. A wordless ancient in a wheelchair and his buxom trophy wife who may have a thing for the dog's handler own the two-time defending best in show, a poodle. From the piney woods of N.C. comes a fella who wants to be a ventriloquist. High-strung DINKs feud loudly in front of their Weimaraner. Two outré gay men from Tribeca round out the profiled owners. The dog show brings out the essence of the humans. Who will be best in show?"
The Last King of Scotland(2006),7.7,87.0,74.0,158397.0,"In the early 1970s, Nicholas Garrigan, a young semi-idealistic Scottish doctor, comes to Uganda to assist in a rural hospital. Once there, he soon meets up with the new President, Idi Amin, who promises a golden age for the African nation. Garrigan hits it off immediately with the rabid Scotland fan, who soon offers him a senior position in the national health department and becomes one of Amin's closest advisers. However as the years pass, Garrigan cannot help but notice Amin's increasingly erratic behavior that grows beyond a legitimate fear of assassination into a murderous insanity that is driving Uganda into bloody ruin. Realizing his dire situation with the lunatic leader unwilling to let him go home, Garrigan must make some crucial decisions that could mean his death if the despot finds out."
A Mighty Wind(2003),7.3,87.0,81.0,23541.0,"When folk icon Irving Steinbloom passed away, he left behind a legacy of music and a family of performers he has shepherded to folk stardom. To celebrate a life spent submerged in folk, Irving's loving son Jonathan has decided to put together a memorial concert featuring some of Steinbloom's best-loved musicians. There's Mitch and Mickey, who were the epitome of young love until their partnership was torn apart by heartbreak; classic troubadours The Folksmen, whose records were endlessly entertaining for anyone able to punch a hole in the center to play them; and The New Main Street Singers, the most meticulously color-coordinated neuftet ever to hit an amusement park. Now for one night only in New York City's Town Hall, these three groups will reunite and gather together to celebrate the music that almost made them famous."
School Daze(1988),5.8,62.0,49.0,5157.0,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the opponent.
Daddy Day Camp(2007),3.0,1.0,13.0,13289.0,"Daddy Day Care pals Charlie and Phil are back in this hilarious, all-new adventure: Daddy Day Camp! When the dads expand their childcare magic to underdog Camp Driftwood, they discover that teamwork, combined with some down-right crazy antics, is the right mix to give the kids an unforgettable camp experience!"
Mystic Pizza(1988),6.2,77.0,60.0,20735.0,"Sisters Kat and Daisy work along with Jojo at the pizza parlour in Mystic, Connecticut. Kat, shortly off to Yale, finds herself drawn to a local architect she is babysitting for, while her more tearaway sister starts dating a guy from the money side of the tracks. Jojo leaves her man at the altar; she loves him but shies away from commitment. Meanwhile the fame of the pizza continues to spread; it seems to contain something almost ..... mystic."
Mr. Nice Guy(1998),6.2,41.0,,21910.0,"In Melbourne, the Chinese Chef Jackie has a successful show on television. The drug lord Giancarlo and his gang are dealing cocaine with The Demons gang, but they fight against each other. During the shooting, the snoopy reporter Diana and her partner are accidentally exposed and they flee with a VHS tape with the footage of the negotiation. On the street, she stumbles with Jackie and he helps her fighting against the gangsters. When they are escaping in his car, her tape accidentally mixes with other videotapes that Jackie has in a box on the backseat of his car. Jackie goes to his apartment and meets his girlfriend Miki while his nephews ""borrow"" the tape to watch. Meanwhile Giancarlo's gangsters are looking for the tape and abduct Miki. Jackie's friend Romeo, who is a police detective, chases the gangsters with other policemen while Jackie teams up with Diana and his friend Lakisha to release Miki from Giancarlo."
War and Peace(1956),6.8,33.0,,7612.0,"By 1812, Napoleon's forces controlled much of Europe. Russia, one of the few countries still unconquered, prepares to face Napoleon's troops together with Austria. Among the Russian soldiers are Count Nicholas Rostov and Prince Andrei Bolkonsky. Count Pierre Bezukhov, a friend of Andrei's and self-styled intellectual who is not interested in fighting. Pierre's life changes when his father dies, leaving him a vast inheritance. He is attracted to Natasha Rostov, Nicholas's sister, but she is too young, so he gives in to baser desires and marries the shallow, manipulative Princess Helene. The marriage ends when Pierre discovers his wife's true nature. Andrei is captured and later released by the French, and returns home only to watch his wife die in childbirth. Months later, Pierre and Andrei meet again. Andrei sees Natasha and falls in love, but his father will only permit the marriage if they postpone it for one year until Natasha turns 17. While Andrei is away on a military mission, Natasha is drawn to Anatole Kuragin, a womanizer. Pierre saves Natasha by telling her of Anatole's past before she can elope with him. Napoleon invades Russia. Pierre visits Andrei on the eve of the battle, and observes the battle that follows. Traumatized by the carnage, he vows to kill Napoleon himself."
Sliding Doors(1998),6.8,62.0,59.0,56514.0,"In London, the public relation Helen is fired from her position in a PR company. While returning home, she does not catch the train in the subway. But in another possibility of her life, she catches the train in the subway. The story shows two parallel lives of Helen: in one life, she stays with her boyfriend Gerry, and in the other life, she finds that Gerry cheats her with Lydia and falls in love with James Hammerton."
Tales from the Hood(1995),6.2,47.0,,5285.0,"Four short, moralistic horror vignettes (a la EC Comics) that deal with mostly black characters. The framing story introduces three youths out to pick up a drug shipment at a funeral parlor from the strange director, Mr. Simms. As the three punks wind their way through the parlor, Mr. Simms tells them the last stories of some of his more interesting clients."
Halloween 5: The Revenge of Michael Myers(1989),5.2,14.0,31.0,26498.0,"It's one year later after the events of Halloween 4. Michael survives the shootings and on October 31st he returns with a vengeance. Lurking and stalking, Jamie, Rachel, and Rachel's friends, Michael forms a plan to lure Jamie out of the children's hospital where events lead up to the confrontation at the Myers house. Halloween 5 is a dark, thrill ride that will scare the heck out of you!"
The Words(2012),7.1,24.0,37.0,66799.0,"Layered romantic drama The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words."
Bernie(2012),6.8,89.0,75.0,51340.0,"We meet Bernie Tiede (1958- ), a chubby undertaker, who takes pride in his work. He's a Gospel-singing tenor. In a series of interviews with townspeople, mixed with flashbacks, we follow Bernie: he arrives in Carthage, Texas (pop. 7,000), where old ladies adore him; he befriends a wealthy, mean-spirited widow named Marjorie Nugent; they become companions in both daily routines and expensive vacations. Among those interviewed, only her stockbroker and Danny Buck, the local district attorney, are unsympathetic toward the sunny, sometimes saccharine Bernie. Marjorie changes from sour and alone to happy with Bernie; then she gets possessive. What will sweet Bernie do?"
Pollock(2000),7.0,81.0,77.0,24577.0,"At the end of the 1940's, abstract expressionist Jackson Pollock (1912-1956) is featured in Life magazine. Flashback to 1941, he's living with his brother in a tiny apartment in New York City, drinking too much, and exhibiting an occasional painting in group shows. That's when he meets artist Lee Krasner, who puts her career on hold to be his companion, lover, champion, wife, and, in essence, caretaker. To get him away from booze, insecurity, and the stress of city life, they move to the Hamptons where nature and sobriety help Pollock achieve a breakthrough in style: a critic praises, then Life magazine calls. But so do old demons: the end is nasty, brutish, and short."
Dolphins and Whales Tribes of the Ocean 3D(2008),7.3,88.0,,423.0,"Plunge into the realm of wild dolphins in this great adventure film MacGillivray Freeman Films, producers of the large-format films ""Beavers"" and ""The Living Sea."" In ""Dolphins,"" you'll experience the warm, white sand banks of the Bahamas where the inquisitive dolphins live and play. Find out how we are unraveling the mysteries of dolphin communication. Here, you'll also meet a bottlenose dolphin named JoJo who explores the colorful reefs with his human friend Dean. Brimming with details about the complex lives of these fascinating animals, this ocean adventure film takes you into the very heart of the world of Dolphins."
200 Cigarettes(1999),5.9,28.0,33.0,13678.0,"New Year's Eve, 1981, the Lower East Side. Monica's having a party, but as late as 9, no one's there. She stews (and drinks). Folks are on their way, all looking for love, sex, or both. En route, paths cross, gambits misfire: a performance artist, her boyfriend until today and his long-time pal Lucy, two Long Island high-school girls, two punk rockers, a bartender, a Scottish painter who's lousy in bed, a pretty face named Jack who runs when women say they love him, his cute but clumsy date Cindy, two trendy vamps, a loquacious cabby, the man-crazed Hillary, and Elvis Costello. Nearly everybody smokes, and nearly everybody scores. And all get who and what they deserve."
City Island(2010),7.4,81.0,66.0,28480.0,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con (Strait) brought home by Vince (Garcia), the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private."
Casa de mi Padre(2012),5.5,41.0,52.0,18424.0,"Armando Alvarez (Will Ferrell) has lived and worked on his father's ranch in Mexico his entire life. As the ranch encounters financial difficulties, Armando's younger brother Raul (Diego Luna), shows up with his new fiancé, Sonia (Genesis Rodriguez). It seems that Raul's success as an international businessman means the ranch's troubles are over as he pledges to settle all debts his father has incurred. But when Armando falls for Sonia, and Raul's business dealings turn out to be less than legit, all hell breaks loose as they find themselves in a war with Mexico's most feared drug lord, the mighty Onza (Gael Garcia Bernal)."
The Guard(2011),7.3,95.0,78.0,71451.0,"Sergeant Gerry Boyle is a small-town Irish cop with a confrontational personality, a subversive sense of humor, a dying mother, a fondness for prostitutes, and absolutely no interest whatsoever in the international cocaine-smuggling ring that has brought straight-laced FBI agent Wendell Everett to his door."
The Virgin Suicides(2000),7.2,76.0,76.0,127928.0,"A man about forty years of age tells the story from when he was a teenager in upscale suburban Detroit of his and three of his friends' fascination with the mysterious and doomed Lisbon sisters. In 1974, the sisters were seventeen year old Therese, sixteen year old Mary, fifteen year old Bonnie, fourteen year old Lux, and thirteen year old Cecilia. Their fascination still remains as they try to piece together the entire story. The sisters were mysteries if only because of having a strict and overprotective upbringing by their father, who taught math at the girls' private co-ed school, and overly devout Catholic mother, who largely dictated the household rules. The story focuses primarily on two incidents and the resulting situations on the girls' lives. The first was an action by Cecilia to deal with her emotions over her life. And the second was the relationship between Lux - the sister who pushed the boundaries of the household rules most overtly in doing what most teenagers want to do - and Trip Fontaine, he who could have any girl he wanted but wanting solely Lux."
College(2008),4.6,5.0,15.0,11455.0,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.
La science des rêves(2006),,,,,
Little Voice(1998),7.0,79.0,68.0,14640.0,"The pathetically shy LV lives the life of a recluse listening to her late father's old records in her room and in the process driving her abusive, loud-mouthed mother, Mari Hoff, to distraction. At night, however, when her father's ghost visits, LV sings the songs of the great divas such as Judy Garland, Marilyn Monroe and Shirley Bassey. One evening LV is overheard by one of her mother's loathsome boyfriends, the disastrous dead-end talent scout Ray Say, who recognizes her innate talent and realizes this is his last big chance for the glittering prizes. Gambling everything Ray Say forces LV to appear at a local run-down, seedy night club run by Mr. Boo. As preparations for the big event proceed apace LV meets the equally shy Billy, a pigeon-racing telephone engineer and they form a tentative, gentle friendship. The big night finally arrives and everything is in readiness, the band, the club and even a big agent from London, but what about LV?"
Miss March(2009),5.0,5.0,7.0,19429.0,A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his sex-crazed best friend decide to take a cross-country road trip in order to crash a party at the magazine's legendary mansion headquarters and win back the girl.
Simply Irresistible(1999),5.3,13.0,27.0,12230.0,"A department store executive (Flanery) tries to resist falling in love with a young woman (Gellar), who he believes has possessed magical powers after inheriting a restaurant."
Wish I Was Here(2014),6.7,46.0,43.0,32938.0,"'Wish I Was Here' is the story of Aidan Bloom, a struggling actor, father and husband, who at 35 is still trying to find his identity; a purpose for his life. He winds up trying to home school his two children when his father can no longer afford to pay for private education and the only available public school is on its last legs. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find."
Venus(2006),7.1,89.0,82.0,11673.0,"Maurice Russell, once a great actor, is now living in London in the twilight of his life. Those of his generation remember him fondly, while those in the younger generations have no idea who he is. He spends most of his time hanging out with his friends Ian, also an actor, and Donald, or visiting with his wife Valerie for who he has great affection but with who he no longer lives. His acting career is virtually over, he only taking roles on the odd occasion when he needs the money. Ian has decided to invite his young great-niece Jessie from the provinces to come and stay with him, basically to act as his caregiver in case he falls ill, but also to be his companion. He envisions listening to Bach with her and her cooking him food to which he is accustomed. Jessie's stay is nothing as he envisions. She doesn't know how to cook, she drinks all his alcohol, and she has unrealistic visions of what she will accomplish in her life. Maurice, however, sees in Jessie, a person who can help him recapture part of his youth and vigor, including more fully realizing his thoughts of sex. Maurice calls her Venus, after one of his favorite paintings. As Maurice and Jessie spend more time together, they use each other to get what they want. But it isn't until Maurice approaches the end of his life will either understand if what they have is true friendship."
Veronica Mars(2014),8.4,,,58601.0,"The murder of high-school student Lilly Kane shook the seaside town of Neptune, California to the core. For once popular girl Veronica Mars, it meant the loss of her best friend and being ousted from the affluent crowd that she once thought were her friends. Her father, Sheriff Keith Mars, found himself voted out of his job after making some unpopular accusations about the murdered girl's family. In response, Keith opened his own private detective agency. Now, Veronica, with her sardonic wit and a few new friends, works as his assistant while also navigating life as a high school (and later college) student."
Only the Strong(1993),6.7,0.0,,4690.0,"Ex-Special Forces soldier Louis Stevens returns to Miami to find his former high school overrun by drugs and violence. A master of the Brazilian martial art, capoeira, Stevens pledges to straighten out a dozen of the school's worst students by teaching them this demanding and highly-disciplined fighting style. Slowly, his program begins to work, giving the students new hope and purpose. But the local drug lord, himself a martial arts expert, vows to stop Stevens' positive influence. Now Stevens must fight to save his own life, as well as the lives of his rebellious young students."
Hedwig and the Angry Inch(2001),7.8,93.0,85.0,28293.0,"Hedwig, born male as Hansel in East Berlin, fell in love with an American G.I. and underwent a Gender Confirmation Surgery in order to marry him and flee to the West. Unfortunately, nothing worked out quite as it was supposed to - years later, Hedwig is leading her rock band on a tour of the U.S., telling her life story through a series of concerts at Bilgewater Inn seafood restaurants. Her tour dates coincide with those of arena-rock star Tommy Gnosis, a wide-eyed boy who once loved Hedwig - but then left with all her songs."
Shattered Glass(2003),7.2,91.0,73.0,30373.0,"This film tells the true story of fraudulent Washington, D.C. journalist Stephen Glass (Christensen), who rose to meteoric heights as a young writer in his 20s, becoming a staff writer at ""The New Republic"" for three years (1995-1998), where 27 of his 41 published stories were either partially or completely made up. Looking for a short cut to fame, Glass concocted sources, quotes and even entire stories, but his deception did not go unnoticed forever, and eventually, his world came crumbling down..."
The Wackness(2008),7.0,70.0,61.0,28426.0,"Friendship, love, and coming of age in New York City, summer of 1994. Luke Shapiro has just graduated from high school, sells marijuana, and trades pot for therapy from a psychologist, Dr. Jeffrey Squires. Luke is attracted to a classmate, Stephanie, who's out of his league and Squires' step-daughter. By July, he's hanging out with Stephanie, taking her on his rounds selling pot out of an ice-cream pushcart. Then things take a turn. In the background, Squires and his wife as well as Luke's parents are having their troubles."
Novocaine(2001),5.8,38.0,45.0,9994.0,"Dr. Frank Sangster is a straight-laced dentist who because of one innocent lie, finds his tidy, prosperous life transformed into a comic quagmire of illicit sex, illegal drugs and inexplicable murder in this brilliantly offbeat, bitingly comedic film!"
